claim_id,paper_key,env,kind,opt_title,label,section,subsection,subsubsection,statement_preview,statement_sha256,tex_file,line_start,line_end
GLC1:remark:auto0059@L4193,GLC1,rem,remark,,,The structure of Hecke eigensheaves,Characteristic cycles for eigensheaves,Idea of the proof,"Theorem \ref{t:cc-existence} is proved by de Rham methods, but Theorem \ref{t:cc-cts} will be proved by Betti methods.",ebffc762956aaed54831f4d78f18fe462fd312b6bda4f84712956f4b491dfaab,gaits1.tex,4193,4198
GLC1:theorem:t:microstalk,GLC1,thm,theorem,,t:microstalk,The structure of Hecke eigensheaves,Proof of Theorem \ref{t:cc-cts},Review of microstalks,"\label{t:microstalk} There is a functor $\mu_{\xi}:\Shv_{\Lambda}(\CY) \to \Vect$ with the following properties: \begin{enumerate} \item\label{i:micro-exact} $\mu_{\xi}$ is t-exact. \item\label{i:micro-corep} $\mu_{\xi}$ admits a left adjoint, i.e., $\mu_{\xi}$ is corepresented b…",02596971e95e3b364c99bf005ca13e2379d599d10977e8f89832cffb919b2624,gaits1.tex,4224,4242
GLC2:theorem:t:main intro,GLC2,thm,theorem,,t:main intro,Introduction,,,"\label{t:main intro} There is a commutative diagram $$ \CD \Dmod_{\crit}(\Bun_G) @>{\BL_G}>> \IndCoh_{\Nilp}(\LS_{\cG}) \\ @A{\Loc_{G,\crit}\otimes \fl}AA @AA{\Poinc^{\on{spec}}_{\cG,*}}A \\ \KL(G)_{\crit,\Ran} @>{\FLE_{G,\crit}}>> \IndCoh^*(\Op^{\mf}_\cG)_\Ran. \endCD $$",4d0278c5121b46e8127ad94efda5dfd09c1722f61ab742ed962373e36379c1e2,gaits2.tex,730,739
GLC2:remark:auto0002@L969,GLC2,rem,remark,,,Introduction,,,"We should add that a particular case of the pointwise abelian category version of the FLE was established already in \cite{BD1}: \medskip Namely, in {\it loc. cit.} it was shown that the subcategory of $(\KL(G)_{\crit,x})^\heartsuit$ consisting of modules with \emph{regular centr…",d6829ca682fdd1837097b48839cc8ad95872a3cc57d411cd22a51dead267ad71,gaits2.tex,969,986
GLC2:remark:auto0003@L1104,GLC2,rem,remark,,,Introduction,,,"In favorable cases, Betti analogues of local-to-global functors have TQFT interpretations. Namely, given a 4d TQFT $Z$ and a boundary condition $\CB$ for it, we obtain $\bC^{\on{glob}}$ as $Z(X)$; $\ul\bC^{\on{loc}}$ as the evaluation of $Z$ on a closed disc $\cD^{\on{Betti}}$, p…",1f9a0a350f1dca71d97c25aa64fd3b067234ad01cfec80f779fc4dabeb68118c,gaits2.tex,1104,1114
GLC2:remark:auto0004@L1235,GLC2,rem,remark,,,Introduction,,,"Beilinson-Drinfeld show that their eigensheaves are non-zero by computing their characteristic cycles. This does not directly apply in the monodromy-free setting, but one can use \thmref{t:main intro} to verify that they are non-zero by calculating the Whittaker coefficients of t…",5607b8fec2868a04fe5783f1635b48ca04a22776ce8444b21c8ee76593ea0a76,gaits2.tex,1235,1242
GLC2:remark:r:spectral action,GLC2,rem,remark,,r:spectral action,Introduction,,,"\label{r:spectral action} The above eigen-property for Kac-Moody localization was used in Drinfeld-Gaitsgory's proof of the \emph{spectral action} of $\QCoh(\LS_{\cG})$ on $\Dmod_{\crit}(\Bun_G)$, cf. \cite{Ga1} Theorem 4.5.2. The proof presented there is based on Kac-Moody local…",b79efbe81fd6369bbb8056e5788b56f6ccd21650852d1e06ec73a8ffec6620c1,gaits2.tex,1244,1254
GLC2:remark:r:Pfaff,GLC2,rem,remark,,r:Pfaff,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{r:Pfaff} According to \cite[Sect. 4]{BD1}, the choice of $\omega^{\otimes \frac{1}{2}}_X$ gives rise to a square root of $\det_{\Gr_G}$, as a line bundle over $\Gr_{G,\Ran}$. However, this square root is \emph{incompatible} with factorization.\footnote{More precisely, this…",c4ff4e8118923eb142a7558c2a62111c20a30ecda042438ac1863ee3ede206f3,gaits2.tex,1732,1740
GLC2:remark:r:Pfaff bis,GLC2,rem,remark,,r:Pfaff bis,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{r:Pfaff bis} According to Remark \ref{r:Pfaff}, a choice of $\omega^{\otimes \frac{1}{2}}_X$ gives rise to a trivialization of the gerbe $\det^{\frac{1}{2}}_{\Gr_G}$. However, this trivialization is incompatible with factorization. \medskip For that reason, henceforth, we…",b3ddfa53d5853a24ac90ce1d4abd871b123e3ebd368e5966c0fb7789a1dcbe8a,gaits2.tex,1771,1779
GLC2:remark:auto0008@L1842,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"According to Remark \ref{r:Pfaff}, we can also identify $$\Dmod_{\frac{1}{2}}(\Gr_{G,\Ran})\simeq \Dmod(\Gr_{G,\Ran}),$$ or equivalently $$\Dmod_{\on{crit}}(\Gr_{G,\Ran})\simeq \Dmod(\Gr_{G,\Ran}),$$ as plain categories, but these identifications are incompatible with the factori…",c2791e193aae0d55513eba485f31930c9990c52bf942ce96368b73be9dfa7079,gaits2.tex,1842,1850
GLC2:remark:r:1/2 vs crit,GLC2,rem,remark,,r:1/2 vs crit,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{r:1/2 vs crit} We distinguish $\Dmod_{\on{crit}}(\Gr_G)$ and $\Dmod_{\frac{1}{2}}(\Gr_G)$ notationally for the following two reasons: \smallskip \noindent(1) The \'etale gerbe-twisted version makes sense not just in the context of D-modules, but also in other sheaf-theoret…",22e3f69fab86348d95ff693628d0ba62af658ec02816309df7b9773682424be1,gaits2.tex,1852,1874
GLC2:theorem:t:Whit self-dual gen,GLC2,thm,theorem,,t:Whit self-dual gen,Geometric Satake and Casselman-Shalika formula: recollections,,,\label{t:Whit self-dual gen} The functor $\Theta_{\Whit(\bC)}$ is an equivalence.,97ff935fb9895d0110e9b675436b3f65478c80cc3000b8711916979d6483b3c1,gaits2.tex,2033,2035
GLC2:remark:auto0011@L2037,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"The proof of \thmref{t:Whit self-dual}, as recorded in \cite{Ra2}, is given for a fixed formal disc, but the same argument applies to prove a version of this theorem over $\Ran$.",920cfdb6691b6c2f24ec7860670b6f8382432dd1fc7695880058279dada23b0c,gaits2.tex,2037,2040
GLC2:remark:r:indep char,GLC2,rem,remark,,r:indep char,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{r:indep char} The categories $\Whit^!(G)$ and $\Whit_*(G)$ are canonically independent of the choice of $\chi_0$: \medskip Indeed, given two non-degenerate characters $\chi^1_0$ and $\chi^2_0$, there exists an element $t\in T$ that conjugates $\chi^1_0$ to $\chi^2_0$. Tran…",72ed9ac6917664cda795bbb5095669645c3c985be700c87679a6d44bd153efa0,gaits2.tex,2055,2069
GLC2:theorem:t:Whit self-dual,GLC2,thm,theorem,,t:Whit self-dual,Geometric Satake and Casselman-Shalika formula: recollections,,,\label{t:Whit self-dual} The functor $\Theta_{\Whit(G)}$ is an equivalence (of factorization categories).,f1daf426dd672ef008aea4ec8adadbb5bed70898e7348c19db2f5551d8ee7721,gaits2.tex,2091,2093
GLC2:theorem:t:geom CS,GLC2,thm,theorem,,t:geom CS,Geometric Satake and Casselman-Shalika formula: recollections,,,\label{t:geom CS} There exists a canonically defined equivalence of factorization categories: $$\on{CS}_G:\Whit^!(G)\to \Rep(\cG).$$,8328696dda6579fb0167b3a33a6ce54f9cd21b4ac49cbce191a0b4c7182aaa83,gaits2.tex,2136,2139
GLC2:remark:auto0015@L2141,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"In the course of the proof of \thmref{t:geom CS} one uses the \emph{naive} (i.e., non-derived) geometric Satake to construct a functor $$\Rep(\cG)\to \Whit^!(G),$$ and one shows that it is an equivalence, see Remark \ref{r:CS again}.",7b34dbc7fd06043f8d5ed82ca640563fe8f20b1366ac4a0c763c521868477af9,gaits2.tex,2141,2146
GLC2:remark:r:choice CS,GLC2,rem,remark,,r:choice CS,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{r:choice CS} By fixing the above normalization for $\on{CS}_G$ we made a choice. We could have made a different choice by applying the Chevalley involution $\tau_G$ on $G$, or equivalently, on $\cG$. \medskip The normalization for $\on{CS}_G$ ultimately forces how we norma…",ec376a721b0c621d0871a0ae09b493688c311f4078c70578f25ef58708ee1580,gaits2.tex,2158,2178
GLC2:remark:auto0017@L2180,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"For the validity of \thmref{t:geom CS} at the factorization level, it is crucial that in the definition of $\Whit^!(G)$ we use the twisted category $\Dmod_{\frac{1}{2}}(\Gr_G)$, rather than the untwisted one, i.e., $\Dmod(\Gr_G)$.",e9918f7cd65c74662e2aff941f6556a08ecfe95e5c2504db156f7e727fb97e14,gaits2.tex,2180,2183
GLC2:remark:auto0018@L2196,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"The notation $\FLE_{\cG,\infty}$ stems from the fact that the above functor is indeed the limiting value of the (positive level) $\FLE$ equivalence.",eda2febe879a2d5013d18ae538c66f06c9a59caf2952931210e8807dbe363527,gaits2.tex,2196,2199
GLC2:lemma:l:CS and duality,GLC2,lem,lemma,,l:CS and duality,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{l:CS and duality} The composition $$\Rep(\cG) \overset{\FLE_{\cG,\infty}}\longrightarrow \Whit_*(G)\overset{\Theta_{\Whit(G)}}\longrightarrow \Whit^!(G)$$ identifies canonically with $$\tau_G\circ (\on{CS}_G)^{-1}.$$",6c00a047ba67661e4b5e7a08cd92fed434e798838b3ef5b10c7ef3154608abbe,gaits2.tex,2237,2242
GLC2:remark:auto0020@L2244,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"As a reality check, note that both functors in \lemref{l:CS and duality} send $$V^{-w_0(\lambda)}\in \Rep(\cG)\,\, \mapsto \,\, \Delta^{\lambda}\in \Whit^!(G).$$ Indeed, the functor $\Theta_{\Whit(G)}$ is easily seen to send $\Delta^\lambda$ to $\nabla^\lambda$. \medskip The proo…",187a2ec1131ea0c4e4fc06a42561b4bd4eb6cbf46adf2c1ed9883413392034db,gaits2.tex,2244,2256
GLC2:theorem:t:geom Satake,GLC2,thm,theorem,,t:geom Satake,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{t:geom Satake} There exists a unique equivalence of monoidal factorization categories $$\Sat_G:\Sph_G\to \Sph_\cG^{\on{spec}},$$ compatible with the actions of $\Sph_G$ on $\Whit(G)$ and $\Sph_\cG^{\on{spec}}$ on $\Rep(\cG)$ via the equivalence $$\on{CS}_G:\Whit^!(G)\simeq…",520cf7d5193a9926fa5a0714561710270da696c38c29933d6b1f5363d7da95de,gaits2.tex,2543,2549
GLC2:remark:auto0022@L2553,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"In this series of papers we will refer to $\Sat_G$ just as ``geometric Satake equivalence"", omitting the word ``derived"". What is more commonly referred to as ``geometric Satake"" is not an equivalence, but a functor in one direction, which we will refer to as ``naive Satake"" and…",c387e97a014c7ebd88851e983f7e6606d2fb25392de9fe9ac7fa0095d6ca5ede,gaits2.tex,2553,2558
GLC2:remark:auto0023@L2571,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"As in the case of \thmref{t:geom CS}, for the validity of \thmref{t:geom Satake} at the factorization level, it is crucial that we work with the twisted category $$\Dmod_{\frac{1}{2}}(\fL^+(G)\backslash \fL(G)/\fL^+(G))$$ rather than with $\Dmod(\fL^+(G)\backslash \fL(G)/\fL^+(G)…",f64e6c2b033a2292e5967402bd5b353ba4242cb2114a42d1da8e1bfef0c3b360,gaits2.tex,2571,2576
GLC2:remark:auto0024@L2583,GLC2,rem,remark,,,Geometric Satake and Casselman-Shalika formula: recollections,,,"One thing that is naive about the naive Satake functor is its direction. Our conventions are that functors in geometric Langlands go from the geometric side to the spectral side. However, the naive Satake functor produces sheaves from representations.",e1a2aea60ede195026eaa62f33373ffc1f0dee928ff52cc40266e1718dea2d9e,gaits2.tex,2583,2590
GLC2:remark:r:CS again,GLC2,rem,remark,,r:CS again,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{r:CS again} Note, for example that the functor $$\Rep(\cG)\overset{\Sat_G^{\on{nv}}}\longrightarrow \Sph_G \overset{-\star \on{Vac}_{\Whit^!(G)}}\longrightarrow \Whit^!(G)$$ is $\on{CS}_G^{-1}$. \medskip The functor $$\Rep(\cG)\overset{\Sat_G^{\on{nv}}}\longrightarrow \Sph…",6cbbfa402486be77c1360a1251b1c89895e14dfa7c43ca607dfd8bd47486ec67,gaits2.tex,2592,2606
GLC2:corollary:c:sigma and Sat,GLC2,cor,corollary,,c:sigma and Sat,Geometric Satake and Casselman-Shalika formula: recollections,,,\label{c:sigma and Sat} The following diagram of anti-equivalences commutes: $$ \CD \Sph_G @>{\Sat_G}>> \Sph_\cG^{\on{spec}} \\ @V{\sigma}VV \\ \Sph_G & & @VV{\sigma^{\on{spec}}}V \\ @V{\tau_G}VV \\ \Sph_G @>{\Sat_G}>> \Sph_\cG^{\on{spec}}. \endCD $$,d26d4c04e73ae5040751354a772971b8fbfa41613a5d982e011826d38256cf18,gaits2.tex,2616,2627
GLC2:corollary:c:geom Sat tau,GLC2,cor,corollary,,c:geom Sat tau,Geometric Satake and Casselman-Shalika formula: recollections,,,"\label{c:geom Sat tau} The equivalence $$\Rep(\cG)\overset{\FLE_{\cG,\infty}}\simeq \Whit_*(G)$$ is compatible with the actions of $\Sph_G$ and $\Sph_\cG^{\on{spec}}$ via $\Sat_{G,\tau}$.",23128da25435cff6975a4a102c7b043ea158312213b8fde5302212ce63efcf40,gaits2.tex,2649,2654
GLC2:remark:auto0028@L2941,GLC2,rem,remark,,,Kac-Moody modules and the Kazhdan-Lusztig category,,,"The category $\Whit_*(\hg\mod_{\kappa,\rho(\omega_X)})$ and the functor $\DS$ are canonically independent of the choice of the character $\chi_0$ of $\fn/[\fn,\fn]$. This happens by the same mechanism as in Remark \ref{r:indep char}: the action of the center of the derived group…",f00077cb49b6f4492446a0ef6a64813cbe6babc99d1628c4f3429eea70c8c3ad,gaits2.tex,2941,2946
GLC2:lemma:l:DS on KL exact,GLC2,lem,lemma,,l:DS on KL exact,Kac-Moody modules and the Kazhdan-Lusztig category,,,"\label{l:DS on KL exact} For a fixed $\ul{x}\in \Ran$, the functor $$\KL(G)_{\kappa,\rho(\omega_X),\ul{x}} \to \hg\mod_{\kappa,\ul{x}}\overset{\DS}\to \Vect$$ is t-exact.",1170c743eef36b722d5b7ad767cdc924d3e5b575eb5c3473f0f891b3c300b0ba,gaits2.tex,2952,2956
GLC2:remark:auto0030@L2958,GLC2,rem,remark,,,Kac-Moody modules and the Kazhdan-Lusztig category,,,One can show that the assertion of \lemref{l:DS on KL exact} holds also in the factorization setting: the proof of \cite[Corollary 7.2.2]{Ra2} given at the end of Sect. B.3 of \emph{loc. cit.} adapts to the factorization setting.,839e69f2f50ac1440585107b6535d12682de43ab624e86f2e3c3e704f654e267,gaits2.tex,2958,2961
GLC2:lemma:l:Op form smooth over LS,GLC2,lem,lemma,,l:Op form smooth over LS,Ind-coherent sheaves on monodromy-free opers,,,\label{l:Op form smooth over LS} The morphism $\fr:\Op^\mer_\cG\to \LS^\mer_\cG$ is formally smooth.,91213b5f6b2e0f50536065d5fca8481005a7bc9e0ebfe69e57c9ea7475a3d391,gaits2.tex,3407,3409
GLC2:corollary:c:mf formally smooth,GLC2,cor,corollary,,c:mf formally smooth,Ind-coherent sheaves on monodromy-free opers,,,"\label{c:mf formally smooth} The ind-scheme $\Op^\mf_{\cG,\ul{x}}$ is formally smooth.\footnote{See \secref{sss:local prop fact} for what formal smoothness means in the factorization setting.}",a4f6cdec3e8ecbbe1232cb30008bc3febeb8f4133250418e39692a346f31196e,gaits2.tex,3485,3488
GLC2:proposition:p:mon-free to all,GLC2,prop,proposition,,p:mon-free to all,Ind-coherent sheaves on monodromy-free opers,,,"\label{p:mon-free to all} \hfill \smallskip \noindent{\em(a)} The functor \eqref{e:mon-free to all cons} is conservative. \smallskip \noindent{\em(b)} An object of $\IndCoh^*(\Op^\mf_{\cG,\ul{x}})$ is compact if (and only if) its image under $(\iota^\mf)^\IndCoh_*$ is compact.",7ebb8b561ec6151ff10054ddd382e6ff66d2fe14a7fc458fb3019fea77889994,gaits2.tex,3657,3669
GLC2:remark:r:Op mf comonadic,GLC2,rem,remark,,r:Op mf comonadic,Ind-coherent sheaves on monodromy-free opers,,,"\label{r:Op mf comonadic} Note that the above argument implies that the functor $({}'\!\iota^\mf)^\IndCoh_*$ of \eqref{e:mon-free to compl cons} is \emph{co-monadic}. Indeed, according to what we just proved, it is conservative, and it admits a right adjoint. Hence, it remains to…",62db192d89c9b3491bb39f2fc1f5d71b3e6a8296dccbd39d468de65287771148,gaits2.tex,3749,3760
GLC2:remark:auto0035@L3800,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"The implication ``$(\iota^\mf)^\IndCoh_*(\CF)$ is compact"" $\Rightarrow$ ``$\CF$ is compact"" can also be proved using the retraction \eqref{e:mon-free to compl retract}: since this map is ind-finite, the functor IndCoh-pushforward along it preserves compactness.",ec98c9ab5cc2fcccb145aaed67c56abf56f64c9aa8a474f33eaff0e1a2085bae,gaits2.tex,3800,3804
GLC2:remark:auto0036@L3806,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"Note that the existence of a retraction implies that the ind-scheme $\Op^\mf_{\cG,\ul{x}}$ is \emph{classical}. Indeed, the ind-scheme $\Op^\mer_{\cG,\ul{x}}$ is classical, and hence so is its formal completion $(\Op^\mer_{\cG,\ul{x}})^\wedge_{\on{mon-free}}$ (the latter follows…",f6f4cfcc3c1ad2cfc89d0a52c889b4c9ef0f8f58624090e148090ee8ed522a2e,gaits2.tex,3806,3813
GLC2:remark:auto0037@L3815,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"The contents of this subsection apply ``as-is"" when $\ul{x}$ forms family over $\Ran$. In particular, the functor $(\iota^\mf)^\IndCoh_*$ has a natural factorization structure. \medskip Moreover, when viewed as a functor between unital factorization categories, $(\iota^\mf)^\IndC…",d7f340ea81594aec8c34109c07d0a50c4afdca0bc1e1a1936fdc03e532791800,gaits2.tex,3815,3846
GLC2:remark:auto0038@L3873,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"The material in this subsection is specific to the situation over a given $\ul{x}\in \Ran$. I.e., we do not know what how to even formulate the corresponding statement over $\Ran$ (or even $X^n$ for $n\geq 2$).",2ab5eea1eee7fd4569ef2a373bff2503d3057d724044b6c03938f37c73bc5dd2,gaits2.tex,3873,3878
GLC2:proposition:p:ten prod property,GLC2,prop,proposition,,p:ten prod property,Ind-coherent sheaves on monodromy-free opers,,,\label{p:ten prod property} The functor \eqref{e:ten prod category} is an equivalence.,cc6f849b9a6b05cccb60fa2f745ab831a49586e35313b3aafb6a89e387518f62,gaits2.tex,4128,4130
GLC2:lemma:l:hom category,GLC2,lem,lemma,,l:hom category,Ind-coherent sheaves on monodromy-free opers,,,\label{l:hom category} The functor \eqref{e:hom category} is an equivalence.,6807702c4e93f0ebeb48eb0a45394f0ed742fcb4c07e507b9c8c0dae9cfb125f,gaits2.tex,4144,4146
GLC2:proposition:p:recover compl via Sph,GLC2,prop,proposition,,p:recover compl via Sph,Ind-coherent sheaves on monodromy-free opers,,,\label{p:recover compl via Sph} The functor \eqref{e:recover compl via Sph} is an equivalence.,ab85e1f58e990072c92be3b6331f59d0ee210139a8812fb0ee1d37c361f0cf4e,gaits2.tex,4212,4214
GLC2:lemma:l:Op duality all Opers,GLC2,lem,lemma,,l:Op duality all Opers,Ind-coherent sheaves on monodromy-free opers,,,"\label{l:Op duality all Opers} The functor $\Theta_{\Op^\mer_\cG}$ of \eqref{e:self-duality Op}, defined by $\omega^{*,\on{fake}}_{\Op^\mer_{\cG,\ul{x}}}$, is an equivalence.",a7000c168b4e181ee19312bae6ef5c523194766633b98ac183a5a2e06001a7fa,gaits2.tex,4310,4313
GLC2:remark:auto0043@L4335,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"We can combine the functor $\Theta_{\Op^\mer_\cG}$ of \eqref{e:self-duality Op} with the identification $$\IndCoh^*(\Op^\mer_{\cG,\ul{x}})^\vee \simeq \IndCoh^!(\Op^\mer_{\cG,\ul{x}})$$ and thus view it as the datum of self-duality on $\IndCoh^*(\Op^\reg_{\cG,\ul{x}})$.",d21ba16984a21bf10ed1f59f7ce0e6df7a5f50ca316d9203718598cf9854b83a,gaits2.tex,4335,4340
GLC2:remark:auto0044@L4344,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"By the same token, we can define the functor $$\Theta_{\Op^\reg_\cG}:\IndCoh^!(\Op^\reg_{\cG,\ul{x}})\to \IndCoh^*(\Op^\reg_{\cG,\ul{x}})\simeq \QCoh(\Op^\reg_{\cG,\ul{x}})$$ and show that it is an equivalence. \medskip Note that the corresponding object $$\omega^{*,\on{fake}}_{\…",59a5421ec0238b2a7fcc25f65208a4311cfdbb2563ac9dce29f87c64db127295,gaits2.tex,4344,4355
GLC2:proposition:p:Op duality mon-free Opers,GLC2,prop,proposition,,p:Op duality mon-free Opers,Ind-coherent sheaves on monodromy-free opers,,,\label{p:Op duality mon-free Opers} The functor $\Theta_{\Op^\mf_\cG}$ of \eqref{e:self-duality mon free Op} is an equivalence.,c69819a46fa2e1eb978cb3089b7356e14091c826ab50fc6ee377e5792e2e411a,gaits2.tex,4391,4393
GLC2:remark:auto0046@L4463,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"One could make the above proof more explicit by using the presentation of $\Op^\mf_{\cG,\ul{x}}$ as in \secref{sss:Op mon-free expl}.",c9a5ed28711aa083c893e1454f99c55bdf33401392a3ccd04965a8633cb41bd2,gaits2.tex,4463,4468
GLC2:remark:auto0047@L4470,GLC2,rem,remark,,,Ind-coherent sheaves on monodromy-free opers,,,"Note that combined with the identification $$\IndCoh^*(\Op^\mf_{\cG,\ul{x}})^\vee \simeq \IndCoh^!(\Op^\mf_{\cG,\ul{x}}),$$ functor $\Theta_{\Op^\mf_\cG}$ of \eqref{e:self-duality mon free Op} can be viewed as the datum of self-duality on $\IndCoh^*(\Op^\mf_{\cG,\ul{x}})$.",537e231faa40a9e9eb712447e257b4f64d69b498b2ccb978f8343a817aa1cec7,gaits2.tex,4470,4475
